REF. HESPERIA,cleaned
HER.02.041,"['aŕbeitia', 'atibe']"
HER.02.042,"['asetíl', 'asetile']"
HER.02.043,['+skeŕbinḿ']
HER.02.044,['+skeŕbinaŕḿi']
HER.02.045,['aśuneḿie']
HER.02.046,['iaténa']
HER.02.047,['auḿba']
HER.02.048,['lakinḿi']
HER.02.049,['erbe']
HER.02.050,['kaŕoka']
HER.02.051,"['kátúŕe', 'tás']"
HER.02.052,['kiśa']
HER.02.053,['kobakie:nḿi']
HER.02.054,['kúleśba']
HER.02.055,['oití']
HER.02.056,['okáin']
HER.02.057,"['ośain', 'nn']"
HER.02.058,['ośain']
HER.02.059,['ośiobaŕenḿi']
HER.02.060,['balkéskar']
HER.02.061,['baŕḿi']
HER.02.062,['bilo']
HER.02.063,['bitúkibaś']
HER.02.064,['táśkúbilos']
HER.02.065,['ŕuta']
HER.02.066,['suauke']
HER.02.067,['śuaté']
HER.02.068,['tibaibailatíbe']
HER.02.069,['tíkúś']
HER.02.070,['tilur']
HER.02.072,['tóbeŕ']
HER.02.073,['tástéo II']
HER.02.074,['tóutó']
HER.02.075,['uŕaśu']
HER.02.076,['aká']
HER.02.077,"['an', 'u']"
HER.02.078,"['an', 'an']"
HER.02.079,['an']
HER.02.080,['am']
HER.02.081,"['a', 'ti']"
HER.02.082,['atí']
HER.02.083,['ato']
HER.02.084,"['*ka', 'śo']"
HER.02.085,['el']
HER.02.086,"['en', 'ś', 'a']"
HER.02.087,"['eba', 'e', '+']"
HER.02.088,['eba']
HER.02.089,['iko']
HER.02.090,['iko']
HER.02.091,"['i', 'tí']"
HER.02.092,['kátú']
HER.02.093,['kel']
HER.02.094,['biḿ']
HER.02.095,"['', 'ko e']"
HER.02.097,['kúl']
HER.02.098,['ḿba']
HER.02.099,['os']
HER.02.100,['bati']
HER.02.101,['bil']
HER.02.103,['ŕi']
HER.02.105,"['ḿta', '']"
HER.02.106,['tíki']
HER.02.107,['tóu']
HER.02.108,['ale']
HER.02.109,"['s albe', 'L', '']"
HER.02.110,['a+']
HER.02.111,['an']
HER.02.112,['aŕs']
HER.02.113,['ati']
HER.02.114,['iś']
HER.02.115,['kál']
HER.02.116,['káŕkóu']
HER.02.117,['kásike']
HER.02.118,['kási']
HER.02.119,['kau']
HER.02.120,['ke+']
HER.02.121,['kiś+']
HER.02.122,['koti']
HER.02.123,['kúi']
HER.02.124,['ḿbasi']
HER.02.125,['balante']
HER.02.126,['bil']
HER.02.127,['bilo']
HER.02.128,['biuitu']
HER.02.129,['betá']
HER.02.130,['tás']
HER.02.131,['táś']
HER.02.132,"['śa+', '']"
HER.02.133,['śu+']
HER.02.134,['taśkí']
HER.02.135,['tini']
HER.02.136,"['tóu', 'be']"
HER.02.137,['ol']
HER.02.138,['káká']
HER.02.139,"['ora', '']"
HER.02.140,['ŕtúa']
HER.02.141,['kostua']
HER.02.142,['tékíe']
HER.02.143,['śke']
HER.02.144,['túle']
HER.02.145,['ile']
HER.02.146,['ko*']
HER.02.147,['lotiŕe']
HER.02.148,['+ḿi']
HER.02.149,['+ḿi']
HER.02.150,['lti']
HER.02.151,['+eiakun']
HER.02.152,"['keio', 'io']"
HER.02.153,['ao']
HER.02.154,['atitá']
HER.02.155,['ir']
HER.02.156,['+balior']
HER.02.157,['balior']
HER.02.158,['+or']
HER.02.159,['titeŕ']
HER.02.160,['kóues']
HER.02.161,['atáiś']
HER.02.162,['intú']
HER.02.163,['aiś']
HER.02.164,"['a', 'anbaśto']"
HER.02.165,['eŕeté']
HER.02.166,['eŕe']
HER.02.167,['eśkí']
HER.02.168,['etín']
HER.02.169,['kéno+']
HER.02.170,['leoŕ']
HER.02.171,['losa']
HER.02.172,['ḿlbe']
HER.02.173,['balkenḿi']
HER.02.174,['ḿbaŕe']
HER.02.175,['+bela+']
HER.02.176,['bitiḿ']
HER.02.177,['++táleḿ']
HER.02.178,['táśu+']
HER.02.179,['ŕiḿ+']
HER.02.180,['atinḿi']
HER.02.181,['tikuŕ']
HER.02.182,['tiḿbe']
HER.02.183,['ŕtúbaŕe']
HER.02.184,['+uaśe+']
HER.02.185,['uŕsi']
HER.02.186,['la']
HER.02.187,['aka']
HER.02.188,['an']
HER.02.189,['e+']
HER.02.190,['eka']
HER.02.191,['i+']
HER.02.192,['itú']
HER.02.193,['ike']
HER.02.194,['iko']
HER.02.195,['kíŕ']
HER.02.196,['ka+']
HER.02.197,"['kaka', '']"
HER.02.198,"['baka', 'I+']"
HER.02.199,['katí']
HER.02.200,['nké']
HER.02.202,['tal+']
HER.02.203,['la']
HER.02.204,['lká']
HER.02.205,['+lo']
HER.02.206,['nḿ']
HER.02.207,['nḿ']
HER.02.208,['kiḿba']
HER.02.209,['kébe']
HER.02.210,['ben']
HER.02.211,['beti']
HER.02.212,['biu']
HER.02.213,['ŕi+']
HER.02.214,['si']
HER.02.215,['aske']
HER.02.216,['kíŕ']
HER.02.217,['+ś']
HER.02.218,['śo']
HER.02.219,['te+']
HER.02.220,['tin']
HER.02.221,['+ti']
HER.02.222,['tíki']
HER.02.223,['tóu']
HER.02.224,['utu']
HER.02.225,['uḿ']
HER.02.226,['ua']
HER.02.227,['ui+']
HER.02.228,['uki']
HER.02.229,"['u', 'ḿke']"
HER.02.230,['téti']
HER.02.231,['katún']
HER.02.232,['banba']
HER.02.233,['betéleto']
HER.02.234,['un']
HER.02.235,['aŕu']
HER.02.236,['ḿi']
HER.02.237,['+ni']
HER.02.238,['aŕ']
HER.02.239,['kíŕi']
HER.02.240,['śa']
HER.02.241,['atia']
HER.02.242,['lebio']
HER.02.243,"['ueŕilo', 'ueŕilo']"
HER.02.244,['ikálon']
HER.02.245,['kátú+']
HER.02.246,['bela+']
HER.02.247,['oke']
HER.02.248,['kénḿi']
HER.02.249,['atíśakéḿi']
HER.02.250,['osati']
HER.02.251,['+l']
HER.02.252,"['ko', 'l+']"
HER.02.253,['+ntás']
HER.02.254,"['alosoŕtinarḿi', 'atin', 'l', '']"
HER.02.255,['káiuḿi']
HER.02.256,['śanuke']
HER.02.257,['śeŕtúbaŕeḿi']
HER.02.258,"['oŕ', 'auŕtéḿbaŕe', 'ar']"
HER.02.259,['a:ue+']
HER.02.260,['ikó']
HER.02.261,['kio+']
HER.02.262,['ln']
HER.02.263,['atá']
HER.02.264,['+obe']
HER.02.265,['baś']
HER.02.266,['+ŕ']
HER.02.267,['kí']
HER.02.268,['eśkínke']
HER.02.269,"['ikóŕtíbaś', 'ḿbaské']"
HER.02.270,['ikúśkétínar']
HER.02.271,['ikúśkétínar']
HER.02.272,['kabiŕilo']
HER.02.273,"['balkaketur', '']"
HER.02.274,['bilostíbaś:aḿi']
HER.02.275,['-tesuŕ']
HER.02.276,['ako']
HER.02.277,['eś']
HER.02.278,['iś']
HER.02.279,['kan']
HER.02.280,['kaba']
HER.02.281,['ti+']
HER.02.282,['eu']
HER.02.283,['ḿbaŕatil']
HER.02.284,['ḿbe']
HER.02.285,"['śan--ki', 'n-+']"
HER.02.286,['śenikate']
HER.02.287,['utí']
HER.02.288,['ile']
HER.02.289,['ite']
HER.02.290,['+i']
HER.02.291,['nḿi']
HER.02.292,['nśarenḿi']
HER.02.293,['ikíatinḿi']
HER.02.294,['ila*iśarḿi']
HER.02.295,['tál']
HER.02.296,['on']
HER.02.297,['touko : ++']
HER.02.299,['+s']
HER.02.300,['kéu']
HER.02.301,"['+bia+', 'śetú*+']"
HER.02.302,['ibetén']
HER.02.303,['iśnti']
HER.02.304,['kie:n+']
HER.02.305,['ultí+']
HER.02.306,['n+abaeninbaḿe+']
HER.02.307,"['ti', 'biŕ+']"
HER.02.308,['--baroto+']
HER.02.309,['ŕtínka']
HER.02.310,['śunuke : +']
HER.02.311,['aŕ']
HER.02.312,['aŕ+']
HER.02.313,['+au+']
HER.02.314,['ei+']
HER.02.315,['eto']
HER.02.316,['+i+']
HER.02.317,['i+']
HER.02.318,['kin']
HER.02.319,['li']
HER.02.320,['nti+']
HER.02.321,['to']
HER.02.322,['biuŕtan']
HER.02.323,['istá']
HER.02.324,"['alo*', 'III táu IIIII']"
HER.02.325,['atíenḿi']
HER.02.326,['a+--tíkaŕatú']
HER.02.327,['kaie']
HER.02.328,"['kánio', 'a']"
HER.02.329,['likíu']
HER.02.330,['títor']
HER.02.331,['tiuiś']
HER.02.332,['tóutóŕ+']
HER.02.333,['untikóŕiśarḿi']
HER.02.334,['aka']
HER.02.335,"['tu n', 'oke', 'śtú']"
HER.02.336,['iltiŕs+']
HER.02.337,['kobaŕ+']
HER.02.338,['tolo']
HER.02.339,['túr']
HER.02.340,['eri']
HER.02.341,['śtánutu']
HER.02.342,['stán+']
HER.02.343,['+a+']
HER.02.344,['i+']
HER.02.345,['+i+']
HER.02.346,['lu']
HER.02.347,['+ŕ+']
HER.02.348,['tátíŕor*']
HER.02.349,['atús']
HER.02.350,['lo']
HER.02.351,['tésile']
HER.02.352A,"['uaśile', '']"
HER.02.353A,['ile']
HER.02.354,"['tón', 'teki']"
HER.02.355A,['+ekor']
HER.02.356A,['iko-teŕ']
HER.02.357,['tátúŕ']
HER.02.358A,['tatú']
HER.02.359A,"['tátuŕ', '']"
HER.02.360A,"['a ti', 'ko n']"
HER.02.361,"['n ko', 'ti a']"
HER.02.362,['atiŕu++']
HER.02.363,['a+ka']
HER.02.364,"['latúbaŕe', 'ntá kiar']"
HER.02.365,"['baŕe', 'ntá kia']"
HER.02.366,['nkiar']
HER.02.367,['tuŕtúlaŕka']
HER.02.368,['kaŕś++ka++']
HER.02.369,['tíŕi']
HER.02.370,['túŕ']
HER.02.371,"['teua', 'baka']"
HER.02.372,['tiba']
HER.02.373,"['kátúbaŕeká:sisbibaŕkéiké:kalirike:túntiké:n', 'kábielakeutárike:ursa:e*śirike erteriké', 'kaŕeśoŕieiké:istaŕ:túntikéne*śirs:ká', 'latiorne*śirs:kátioibiistaŕbis:laŕakol', 'beitóretáitór:oŕoikáśtóretáitór', 'lokáŕkíkeetán']"
HER.01.03,['kilutaru']
AUD.02.02,"['bako', '+tokiti i+te:']"
AUD.02.03,['ḿtibiu']
AUD.02.04,['uŕ']
AUD.02.05,['iba']
AUD.02.06,['ban']
AUD.02.07,['tí+']
AUD.02.08,['+ka']
AUD.02.09,['tátúŕenḿi']
AUD.02.10,"['', 'ká', 'ŕtáś', 'ŕe', 'akánur', 'belsoŕ', 'tíkírstíker']"
AUD.01.01,['noukoś']
AUD.01.02,"['túŕtúlaŕka', 'ŕka']"
AUD.01.03,"['teŕ+', 'be+']"
AUD.05.01,"['kabesuresis+nkotar eitakér', 'unisanḿi++++ké']"
AUD.05.02,"['olatón', 'biuŕ']"
AUD.05.03,['tólonkia']
AUD.05.04,['kátú']
AUD.05.05,['beti']
AUD.05.06,['atáse+']
AUD.05.07,['aubi+']
AUD.05.08,['oŕkaś kí+++--aŕenḿi']
AUD.05.09,['atán']
AUD.05.10,"['bilo', 'ḿ']"
AUD.05.11,"['eŕskónḿi', 'ME']"
AUD.05.12,['ŕskón']
AUD.05.13,['eŕskonḿi']
AUD.05.14,"['ḿiatá', 'i']"
AUD.05.15,['ḿiatá']
AUD.05.16,['ḿbeŕ']
AUD.05.17,"['uŕḿḿbeŕ', 'leistíkeŕaŕḿi', 'ḿ']"
AUD.05.18,['leki']
AUD.05.19,['le']
AUD.05.20,"['ilti', 'sale', 'kél']"
AUD.05.21,"['sa tú', 'l']"
AUD.05.22,['aś']
AUD.05.23,"['ati', 'u', 'u']"
AUD.05.24,"['ilti', 'iu']"
AUD.05.25,['+nḿi']
AUD.05.26,['ḿi']
AUD.05.27,"['be', 'il']"
AUD.05.28,['uḿ+']
AUD.05.29,['tuko']
AUD.05.30,['ś']
AUD.05.31,['sakáŕbetin']
AUD.05.32,"['biuŕkótákiar', 'ibeitíkeŕtákiar']"
AUD.05.33,"['táŕuŕśa', 'r']"
AUD.05.34,"['eisbuŕeban', 'bakáśkétéi+uŕeś', 'tíniŕ:baiteskike:', 'norotáŕ:atinbuŕ', 'ikéi:kúleśkéŕe:', 'bastíke:leosir:bilos', 'tíbaś:tíkirsbin:', '‡tuoŕiś:baśbin:tákálś -', 'or:atine:beleśbaś:', 'aŕsbin:kánbuloike', 'bakáśkétéi:kiskéŕtán:', 'eśuŕeśuniŕ:', '------------------', 'selkitáŕa śalkitei', 'ké:kánbuloilereutí', 'niŕ:bekóŕtóisabe-', 'liŕ:tateiarikáne', '------------------', 'abelkiŕtiká:ntéteia', 'rikáne:baiteskike:kúl', 'eśkéŕe:iltiŕśar', '-- atinkeŕeatán:ati -', 'nbin:litúŕiśuaśtí', 'śo:toilakóni:bastí', 'ŕ:alaśbuŕ:ḿino:atá', 'niké']"
AUD.05.35,"['kúleśbuŕka', 'nisoŕbateike', 'kílekáŕkéloŕ', 'suŕsebetíka:baite', 'seŕtínké:kúleśké', 'ŕekekuleśiri', 'ke lekáŕkéloŕ', 'suŕabetíkabaite', 'sbitískéis:banśor', 'iltiŕtíkeŕ:bilos', 'tibaśibeisur:bil', 'osleistíkeŕ:bil', 'stíkis:iltiŕśar:', 'ḿinḿbailtiŕkin', 'túŕśiltíŕ']"
AUD.05.36a,"['alaśbuŕ:śal', 'kíteiké:ḿiŕeśtí', 'niŕ:śalkíteitá', 'basiŕiuta:loŕs', 'ar:túŕśiltiŕ:le', 'káŕké:lekáŕśoŕ', 'iebase:ḿuŕeś', 'uniŕ:ban----', 'siŕiu:-----', 'loŕsar:ba---', 'ke:kúleśir:bal', 'n:kul', 'tíke', 'is:lei', 'vacat', '------------------', 'ś', 'ilti', '------------------', 'kuaŕ', 'ir:abater', '------------------', 'kuni', 'ensiŕ']"
AUD.05.37,"['iltiŕatinir---as:śani', 'śtunel---s:‡skú-atínelś', 'skeŕ---einerbakú---atintáś:', 'aŕse---aŕetá:kúleśtíkeŕ:iltiŕ', 'aretáneśimbe---abaŕtíkeŕ:abarskútár:akítíke:n', 'istílakéta:‡--- teskánelba:ml--- m:aŕba']"
AUD.05.38b,"['', 'neŕiku', 'ta -- i --ar', 'kuntos', 'kuta', 'kebabe', 'tebati', 'ko', 'biŕ', 'ataki-keŕa', '']"
AUD.05.36b,"['n:tuŕśebanalaśbu', 'ŕḿŕeśuniŕ:baitese', 'ŕtínke:kúleśir:balaka', 'n:bilosbinbaśbiniltiŕś', 'ar:ibeisur:atinbin:bilos', '-n:śoilo:tíkirsbinabaŕś', 'neu:iatí', 'śkáti:bitókaurtí', 'kiŕśiltiŕ', 'eu:śanibar:lo', '-:baśbaneke:atin', 'ikeká', 'aśiké']"
AUD.05.39,"['ati', '']"
AUD.05.40,['kal']
AUD.05.41,"['u', '+++++']"
AUD.05.42,"['IIIIII', 'ta']"
AUD.05.43,['ḿ ḿ ḿ I I I I ḿ']
AUD.05.44,['li']
AUD.05.45,['ba']
AUD.05.46,"['ka', 'I I']"
AUD.05.47,['ki']
AUD.05.48,['i']
AUD.05.49,['i']
AUD.05.50,['i']
AUD.05.51,['tá']
PYO.01.01,"['--- be++-śaŕen', 'e táe ----', '-------------------', '---táŕ']"
PYO.01.02,"['kítá+', 'baśons', 'ikasors', '++']"
PYO.01.03,"['bitatól', 'tá']"
PYO.01.04,['tóa+']
PYO.01.06,"['belś', 'atáten']"
PYO.01.07,['sitá']
PYO.01.08,['abatáito']
PYO.01.11,['iunstia+']
PYO.01.12,['túŕtis:en']
PYO.01.13,"['atáio', 'ta']"
PYO.01.14,['luta']
PYO.01.15,"['bite', '']"
PYO.01.16,['śakí+']
PYO.01.17,['kábeś']
PYO.01.18,['alauke']
PYO.01.19,"['tikeba', 'kaso', 'ŕ+']"
PYO.01.20,['ŕukábetitákiar']
PYO.02.01,['eleŕbaś']
PYO.02.02,['táśkéne']
PYO.02.03,['kosbal']
PYO.02.04,['ibeŕ+']
PYO.02.05,['+uetiŕi']
PYO.02.06,"['biuŕ', 'ḿ']"
PYO.02.07,['tinś']
PYO.02.08,['on']
PYO.02.09,['ḿi']
PYO.02.10,['tau']
PYO.02.12,['or']
PYO.02.14,['teke']
PYO.02.15,['toke']
PYO.02.16,['toba']
PYO.02.17,['túiti']
PYO.02.18,['bekoriśa+']
PYO.02.19,['+++++']
PYO.02.20,['ośkautato']
PYO.02.21,['lko']
PYO.02.22,['ta']
PYO.02.23,['tá']
PYO.02.24,['ti']
PYO.02.25,['u']
PYO.02.26,['+ḿi']
PYO.02.27,['bal']
PYO.02.28,['ŕi']
PYO.02.29,['III bi']
PYO.02.30,['u']
PYO.02.31,['a']
PYO.02.32,['i']
PYO.02.33,['n']
PYO.05.01,"['', 'kebelkuŕe:eŕkunbase', 'śaúśir', 'neotin+', 'kebe']"
PYO.05.02,"['baŕkarbaŕkaike IIIIII', '']"
PYO.05.04,['tiukas']
PYO.05.03,['tiukasurbir']
PYO.07.01,['etakartalbeteśu:bekeberekílikéletaké+i:bekeberekílieśu']
PYO.07.02,"['ekibal', '']"
PYO.07.04,"['oŕabebetíkíbelsir', '']"
PYO.07.13,"['ekeŕśore', 'ekeŕśore', 'ekeŕśore', '']"
PYO.07.14,"['artiunaner', 'tanito', 'arirkatiliŕtalaŕi', 'atilarlikuŕtalaŕi', '']"
PYO.07.15,"['l++ikiŕkibena', 'atani tibaibaś+n', 'unibase IIII']"
PYO.07.16,"['ostánoskíkíŕi', 'títíḿḿ śo +śkú tu+tikabetétúaita', 'atákerstítíḿḿtína o++tíŕi', '+atintábeś:oskíkíŕi']"
PYO.07.17,"['tíkánbiuŕ:n:śaitálekite ebiutábi', '']"
PYO.07.18,['aśkéltioŕbatisitiai']
PYO.07.19,['lei']
PYO.07.20,['okale : baḿiban : nelai']
PYO.07.21,"['artiunaner', 'tanito:artirkatiliŕtalaŕi', 'atilar:likuŕtalaŕi']"
PYO.07.03,"['oŕtinkáli:+sukásir:belenkú:itaŕer:oŕtinkáliI:eśambe:tártiar', 'anbeIsibemms:kútún:tíkirsatinI']"
PYO.07.05,"['atáŕ', '']"
PYO.07.06,['lauś']
PYO.07.07,"['tártábieki', '']"
PYO.07.10,"['beŕtibeŕiśorḿikenia', 'uskaurekéntínkálti', '']"
PYO.07.11,"['tákeŕ', '']"
PYO.07.12,['baŕtite++i+++iai']
PYO.07.08,"['bakaŕtóś', '']"
PYO.07.09,"['elḿḿ titíae', '']"
PYO.06.01,['ḿno']
PYO.03.01,['terike+korekerbelea']
GI.02.01,['ban+butiŕban']
GI.02.02,['suisebeleśanaieinekabin']
GI.02.03,"['iŕ', 'baŕebilosḿi', 'autiŕtátakáŕbi']"
GI.03.03,['naikus---']
GI.03.01a,['aŕamtaŕśu']
L.04.01,"['ske', 'bo']"
HGA.01.01,['ka ko sss ti IIII']
HGA.01.02,['ko sss ti II']
HGA.01.03,['ti II']
HGA.01.04,['Πśu+']
HGA.01.05,['lu']
HGA.01.06,['nuΠJ']
HGA.01.07,['akabitiO+']
HGA.01.08,['kaeśn+--ss ka---tiO']
HGA.01.09,['ΠΠΙ']
HGA.01.10,['ŕ--lko---ti IIII']
HGA.01.11,['ti IIII']
HGA.01.12,['ka ko sss ti IIII']
HGA.01.13,['ka ko ss----']
HGA.01.14,"['ŕuba:ko L II ti ΠI', 'sakaŕ']"
HGA.01.15,"['ŕuba:ko L II ti ΠΙ', 'sakaŕ']"
HGA.01.16,"['ŕuba:ko L II ti ΠI', 'sakaŕ']"
HGA.01.17,"['ŕuba:ko L II ti ΠI', 'sakaŕ']"
HGA.01.18,['śeśte ko s I ti IIII']
HGA.01.19,"['kurti ko s ΠIII', 'ti Π', '']"
HGA.01.20,"['binuki ko s L', 'ti ΠΙ', '']"
HGA.01.21,"['binuki ko s L', 'ti ΠΙ', '']"
HGA.01.22,"['Q : OFELI : ko s', 'ti']"
HGA.01.23,"['iu:ko sss L Π ti IIII', '']"
HGA.01.24,"['babiŕki ko s ΠIIII', '']"
HGA.01.25,"['oka ko ssss L ti IIII', '']"
HGA.01.26,"['usi ko s L ΠIIII', 'ti ΠΙΙΙ', '']"
HGA.01.27,['kaŕbi:ko s ΠIII ti IIII']
HGA.01.28,['ns ti ti III']
HGA.01.29,['ka ko ss III ti IIII']
HGA.01.30,['ka ko ss III ti IIII']
HGA.01.31,['anbi ko ssss L III ti III']
HGA.01.32,['anbi ko ssss L III ti III']
HGA.01.33,['anbi:ko ssss L III ti III']
HGA.01.34,['---sss L III ti III']
HGA.01.35,['iu:ko sss L Π ti IIII']
LAN.01.02,['kutite ekiar']
PYO.03.02,"['ballkabaŕoŕbaḿ', 'ḿka+n++toobaḿotie', 'eḿ']"
L.01.03,"['', '+ŕsu+:sakáŕbaś:lauŕu+---', 'ábaŕ:+++iaika:+istesetuŕeŕu:+++', '------', '------+', 'abaŕar:uśékiré:astebai:bine:banaibeki:bitéukin', 'baśbaneŕai iunstirubeski', 'śaniai o']"
PYO.07.22,['téleuśkatéleuś']
PYO.07.26,['artiunaner']
PYO.07.27,['tikir--+']
PYO.05.05,"['skón', 'belśtáŕtólokó', 'belśkó']"
A.08.20,['kiti+-steeiar']
AUD.04.02,"['', 'eŕeti--areritaŕatis---ne-', 'ŕer:bekinetaneŕs+ebiŕskaś--ar', 'bekinetaneŕs:ḿ seikeḿikeriti', 'kok?ḿ iakila:tiŕabakeśtaiŕtiśan', 'irlaurtisa:eśkubaŕs:eleŕ:kais', 'bora:bitekian:keitiŕeie--eŕ--', 'kutuŕaŕ--e']"
HU.03.01,"['---śamibi:tiabeke', '---aŕ𐘃:ḿlbeikibanki:ḿbaŕ---', '---iki:tiabe---']"
GI.08.01,"['---i:iltiŕ+---', '---+biḿ:atá+---', '']"
T.13.01,"['', '---+ska---', '---++ta+koiltun---', '---+++-+++-ḿba+---', '---raka', 'akoboailtun', '++a-rtinaba---']"
B.11.01,"['', 'barete:iŕe:oskaistire:tikotinte', 'iekate:eŕokate:ekiarḿi: banḿi:iekate--------nite:banikate:luśiunbaker', 'eŕokarḿi:banitekitane:niteketane:+----kaliḿsetane:banitekitane', 'eŕate:eŕokar:ḿie:oŕosubeta', 'te:eŕokaḿi:baḿiŕer:sanḿi', '-----bitebaŕḿi:akari:betainei', '---------kaśiŕte:binḿi', '----+r+-----i:toŕbos:bankite', '---nḿi:bar-----ḿi:śeneuŕebas', '----te:ile+-----binḿi :nie', 'banekie:seaŕḿebetane:-aŕbaḿebetane', 'anḿkitare:nitebetane:ineŕtoo', 'teikiŕ:iustir:basetiŕ--suekate', 'lakukuse:eŕate:suŕ-te:bankite', 'kaśtiŕ:sikeikanśar:kereiskar:+++--', 'kaśtiŕte:alikikila:oŕosubeta----', 'karasatiti:bitirikate:akari:ka----']"
PYO.01.21,"['+bantiŕatan---ri++', 'ŕoketan-tinekaŕtona', 'baŕete:iunstiŕ-nba', '+bakaiakilu:aŕikebaanaŕuki', '+s:beŕkas:n---ḿtibian', '+neroŕte:lekaŕakakéutite', 'l:túskiteababakitakan+', 'tiŕata++:banbanai+', 'v iniltiŕe:', '+iaban:uŕe+', 'kakiŕabaŕkien', 'lteis:u', '++te', '']"
PYO.01.22,"['iunśtir---ś---te biuŕaŕkiŕ:iunska+ŕ:baśtibaśbe+', 'beukins---ŕs-tinbirtíeŕ:kuŕs:iltiŕailtune++', 'kaisi+---betarbebatetans:banauŕbesbe:śalir+', 'bananebe---baŕstinte:eŕatilkanebe:untaŕakaer:+', 'kai-e---ebeiŕ:te:n+bereti:lete:nauki+', 'i---uśekisn-bertaski+oki--nasa:uŕkéa+', '+bananebe---+te+', '']"
HER.02.374,"['ilunaté -', 'neitíniunstír:kúle -', 'śare:aḿkíteibase']"
L.01.04,['---anbeŕe---']
L.01.01,"['---n:iskutur:iteŕokeḿ+---', '---tanere:ine:+++n:la---', '---+kane']"
L.01.02,"['', '---eike:uiŕe:ka+---', '---:aiteŕu:teŕ----', '---beite:nikin---', '---nikan:bosku+---', '--- iltiŕtikaŕ:i+---', '---+:naltun---', '---be:e:batir---', '---+n+otu---', '-----ś+kin:uŕ+---', '----ko:+tunki:ne---', '----kisekus:isai---', '----ku+stu:nite:e---', '---kanbeike:ente---']"
T.03.02,['nio---']
LAN.01.01,['binbaikaŕ']
Z.09.06,['sesinen ḿi']
Z.09.07,['bilonike']
Z.09.12,['ḿi']
TE.17.02,"['ataleukebate', '++kosḿbake', '++++']"
TE.04.03,['likinete:ekiar:usekeŕteku']
TE.04.04,"['bilakeaiunatin', 'en:abiner']"
Z.11.05,['alo']
SP.02.37SUSPECTA,['turatin']
LO.04.02,['lueikar']
GI.01.01a,"['biŕlbaŕteokiḿe', 'ta+ta+ta', 'balu']"
GI.01.02,['karteIII']
GI.01.01b,['ullnti++urba']
PYO.05.06,['amban']
PYO.04.01,['eluŕaite : bas : uḿmiser']
PYO.07.23,"['', 'e', 'ere']"
PYO.07.28,['banbaibarbanibikan']
PYO.07.30,['ilekutur']
HER.03.01,['baitato']
AUD.06.01,['u talbabea']
AUD.07.01,['ΚΑΝΙΚΩΝΕ']
T.12.02,"['akirukéŕté:iustír baśbeŕ', 'akiroŕtin', 'ultilatie']"
T.12.01,['ata']
T.08.01,"['or', 'baś']"
T.08.03,['lake']
T.08.02,['ikoŕ']
T.11.12,['abeli---']
T.01.01,['il']
T.06.02,['ibe']
T.06.01,['er']
T.06.10,['iskelaker']
T.06.07,['taŕ']
T.06.05,['oŕ']
T.07.03,"['uśtalar:ortinbeŕeteŕeikiaŕ', 'śalaiaŕkisteŕokan:śalir o III:', 'neitiniunstir:aiunikuŕskate :']"
SP.01.01,"['s---ŕ : baiteski : bilosebam : boioi: balesaika :', 'bebatiŕ : itiŕokanker---++++++', 'm : baika:bilosebam : boioi :baite+']"
SP.01.02,"['---aiuki : setibios : baiteski : sal---tiŕe : te', '--- il---e+', ':baŕkabiosbaite---ilorse', '---teibalesaika : uŕtieiuŕ', 'uŕ +i+']"
GI.17.03,['taŕtibeleś']
GI.12.01,['kato']
GI.09.01,"['il', 'SAR+---']"
GI.13.03,['---kíbetí']
GI.13.05,['bai']
GI.13.06,['tusu']
GI.13.02,['am']
GI.13.07,['káśtáumbanḿi:oŕoikáoir']
GI.10.02,['biuŕti']
GI.15.03,"['---suibiu', '---ŕkere---', '---kaltu---']"
L.18.13,['bastinta']
L.18.05,['kai']
L.18.06,['kai']
L.18.04,['oŕti---']
L.18.09,['sube']
L.18.14,['śube---']
L.18.03,"['titiś', 'totoś']"
L.18.10,['titu']
L.18.11,['ton']
L.18.12,['tua']
L.18.,['i']
T.11.49FALSA,['kaśkoku']
L.18.02,['lal']
L.15.02,['--- selkibeŕśar:u+---']
L.15.03,"['---kata', '---tuŕŕoata']"
L.14.03,['oŕ---']
L.14.02,['taŕti---']
B.41.02,"['ḿlbebiu', 'ŕar:ḿi']"
B.41.03,"['bantuin', 'ḿi:ḿl', 'bebiuŕe', 'banen']"
B.41.05,"['aiuniltun', 'aiuniltun']"
B.40.01,"['------+', '--- śalir:e:IIIIII', '---+i+', '------+']"
B.40.03,['iskébeŕir']
B.40.02,['iar']
B.20.06,['---er:tákiar:iasbi---']
B.20.13,['---se']
B.20.09,['---+re---']
B.20.07,['---+n']
B.20.10,"['ba+---', '+']"
B.20.11,['bel']
B.20.08,['---+obi---']
B.20.05,['śo+---']
B.20.15,['---taba---']
B.20.12,['taś']
B.20.02,['iltiŕtáneś']
B.32.02,"['---taŕaltu---', '---+eka']"
B.32.01,"['---ebartin:alo', '---botoleis']"
B.19.04,"['teśailauŕ', 'beŕśir++n', 'bitán', 'astébeibaseban']"
B.44.03,['bilake']
B.09.01,['śaleitaŕtin']
B.09.02,['śaleitaŕtin']
B.09.03,['śaleitaŕtin']
B.09.04,['śaleitaŕtin']
B.09.05,['śaleitaŕtin']
B.09.06,"['śuiltiŕ', 'ko']"
GI.18.01,"['-akutáneś', '-laśtékeŕar++']"
